dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,erpnext_database,tabSales Invoice,po_no,65,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,auto_repeat,66,varchar,140,FOREIGN KEY,erpnext_database,tabAuto Repeat,name
mysql,erpnext_database,tabSales Invoice,contact_person,67,varchar,140,FOREIGN KEY,erpnext_database,tabContact,name
mysql,erpnext_database,tabSales Invoice,in_words,68,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,additional_discount_percentage,69,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,campaign,70,varchar,140,FOREIGN KEY,erpnext_database,tabCampaign,name
mysql,erpnext_database,tabSales Invoice,return_against,71,varchar,140,FOREIGN KEY,erpnext_database,tabSales Invoice,name
mysql,erpnext_database,tabSales Invoice,base_paid_amount,72,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,remarks,73,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,conversion_rate,74,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,to_date,75,date,,,,,
mysql,erpnext_database,tabSales Invoice,loyalty_program,76,varchar,140,FOREIGN KEY,erpnext_database,tabLoyalty Program,name
mysql,erpnext_database,tabSales Invoice,posting_time,77,time,,,,,
mysql,erpnext_database,tabSales Invoice,total,78,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,customer_name,79,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,payment_terms_template,80,varchar,140,FOREIGN KEY,erpnext_database,tabPayment Terms Template,name
mysql,erpnext_database,tabSales Invoice,source,81,varchar,140,FOREIGN KEY,erpnext_database,tabLead Source,name
mysql,erpnext_database,tabSales Invoice,update_stock,82,int,,,,,
mysql,erpnext_database,tabSales Invoice,base_total,83,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,from_date,84,date,,,,,
mysql,erpnext_database,tabSales Invoice,title,85,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,account_for_change_amount,86,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabSales Invoice,territory,87,varchar,140,FOREIGN KEY,erpnext_database,tabTerritory,name
mysql,erpnext_database,tabSales Invoice,sales_partner,88,varchar,140,FOREIGN KEY,erpnext_database,tabSales Partner,name
mysql,erpnext_database,tabSales Invoice,other_charges_calculation,89,longtext,4294967295,,,,
mysql,erpnext_database,tabSales Invoice,set_posting_time,90,int,,,,,
mysql,erpnext_database,tabSales Invoice,company,91,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabSales Invoice,base_rounded_total,92,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,tax_category,93,varchar,140,FOREIGN KEY,erpnext_database,tabTax Category,name
mysql,erpnext_database,tabSales Invoice,customer,94,varchar,140,FOREIGN KEY,erpnext_database,tabCustomer,name
mysql,erpnext_database,tabSales Invoice,grand_total,95,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,project,96,varchar,140,FOREIGN KEY,erpnext_database,tabProject,name
mysql,erpnext_database,tabSales Invoice,rounding_adjustment,97,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,is_opening,98,varchar,4,,,,
mysql,erpnext_database,tabSales Invoice,posting_date,99,date,,,,,
mysql,erpnext_database,tabSales Invoice,shipping_address_name,100,varchar,140,FOREIGN KEY,erpnext_database,tabAddress,name
mysql,erpnext_database,tabSales Invoice,address_display,101,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,naming_series,102,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,currency,103,varchar,140,FOREIGN KEY,erpnext_database,tabCurrency,name
mysql,erpnext_database,tabSales Invoice,letter_head,104,varchar,140,FOREIGN KEY,erpnext_database,tabLetter Head,name
mysql,erpnext_database,tabSales Invoice,shipping_rule,105,varchar,140,FOREIGN KEY,erpnext_database,tabShipping Rule,name
mysql,erpnext_database,tabSales Invoice,company_address_display,106,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,loyalty_amount,107,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,paid_amount,108,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,debit_to,109,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabSales Invoice,base_change_amount,110,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,loyalty_redemption_cost_center,111,varchar,140,FOREIGN KEY,erpnext_database,tabCost Center,name
mysql,erpnext_database,tabSales Invoice,amended_from,112,varchar,140,FOREIGN KEY,erpnext_database,tabSales Invoice,name
mysql,erpnext_database,tabSales Invoice,total_taxes_and_charges,113,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,pos_total_qty,114,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,status,115,varchar,30,,,,
mysql,erpnext_database,tabSales Invoice,total_billing_amount,116,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,group_same_items,117,int,,,,,
mysql,erpnext_database,tabSales Invoice,write_off_account,118,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabSales Invoice,outstanding_amount,119,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,change_amount,120,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,total_net_weight,121,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,inter_company_invoice_reference,122,varchar,140,FOREIGN KEY,erpnext_database,tabPurchase Invoice,name
mysql,erpnext_database,tabSales Invoice,c_form_no,123,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,plc_conversion_rate,124,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,net_total,125,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,company_address,126,varchar,140,FOREIGN KEY,erpnext_database,tabAddress,name
mysql,erpnext_database,tabSales Invoice,contact_email,127,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,gst_category,128,varchar,25,,,,
mysql,erpnext_database,tabSales Invoice,invoice_copy,129,varchar,30,,,,
mysql,erpnext_database,tabSales Invoice,reverse_charge,130,varchar,2,,,,
mysql,erpnext_database,tabSales Invoice,export_type,131,varchar,25,,,,
mysql,erpnext_database,tabSales Invoice,ecommerce_gstin,132,varchar,15,,,,
mysql,erpnext_database,tabSales Invoice,reason_for_issuing_document,133,varchar,45,,,,
mysql,erpnext_database,tabSales Invoice,port_code,134,varchar,15,,,,
mysql,erpnext_database,tabSales Invoice,shipping_bill_number,135,varchar,50,,,,
mysql,erpnext_database,tabSales Invoice,shipping_bill_date,136,date,,,,,
mysql,erpnext_database,tabSales Invoice,billing_address_gstin,137,varchar,15,,,,
mysql,erpnext_database,tabSales Invoice,customer_gstin,138,varchar,15,,,,
mysql,erpnext_database,tabSales Invoice,place_of_supply,139,varchar,50,,,,
mysql,erpnext_database,tabSales Invoice,company_gstin,140,varchar,15,,,,
mysql,erpnext_database,tabSales Invoice,total_in_inr,141,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,transporter,142,varchar,140,FOREIGN KEY,erpnext_database,tabSupplier,name
mysql,erpnext_database,tabSales Invoice,gst_transporter_id,143,varchar,20,,,,
mysql,erpnext_database,tabSales Invoice,driver,144,varchar,140,FOREIGN KEY,erpnext_database,tabDriver,name
mysql,erpnext_database,tabSales Invoice,lr_no,145,varchar,30,,,,
mysql,erpnext_database,tabSales Invoice,vehicle_no,146,varchar,10,,,,
mysql,erpnext_database,tabSales Invoice,distance,147,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,transporter_name,148,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,mode_of_transport,149,varchar,5,,,,
mysql,erpnext_database,tabSales Invoice,driver_name,150,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,lr_date,151,date,,,,,
mysql,erpnext_database,tabSales Invoice,gst_vehicle_type,152,varchar,30,,,,
mysql,erpnext_database,tabSales Invoice,ewaybill,153,varchar,20,,,,
mysql,erpnext_database,tabSales Invoice,items_ref,154,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,is_discounted,155,int,,,,,
mysql,erpnext_database,tabSales Invoice,invoice_number,156,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,invoice_to_date,157,date,,,,,
mysql,erpnext_database,tabSales Invoice,invoice_from_date,158,date,,,,,
mysql,erpnext_database,tabSales Invoice,project_name,159,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,phase,160,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,project_category,161,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,client_invoice_number,162,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,is_consolidated,163,int,,,,,
mysql,erpnext_database,tabSales Invoice,is_debit_note,164,int,,,,,
mysql,erpnext_database,tabSales Invoice,company_tax_id,165,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,dispatch_address_name,166,varchar,140,FOREIGN KEY,erpnext_database,tabAddress,name
mysql,erpnext_database,tabSales Invoice,dispatch_address,167,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,set_target_warehouse,168,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabSales Invoice,total_billing_hours,169,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,additional_discount_account,170,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabSales Invoice,disable_rounded_total,171,int,,,,,
mysql,erpnext_database,tabSales Invoice,ignore_default_payment_terms_template,172,int,,,,,
mysql,erpnext_database,tabSales Invoice,represents_company,173,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabSales Invoice,is_internal_customer,174,int,,,,,
mysql,erpnext_database,tabSales Invoice,unrealized_profit_loss_account,175,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabSales Invoice,amount_eligible_for_commission,176,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,irn,177,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,irn_cancelled,178,int,,,,,
mysql,erpnext_database,tabSales Invoice,eway_bill_validity,179,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,eway_bill_cancelled,180,int,,,,,
mysql,erpnext_database,tabSales Invoice,ack_no,181,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,ack_date,182,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,irn_cancel_date,183,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,signed_einvoice,184,longtext,4294967295,,,,
mysql,erpnext_database,tabSales Invoice,signed_qr_code,185,longtext,4294967295,,,,
mysql,erpnext_database,tabSales Invoice,qrcode_image,186,text,65535,,,,
mysql,erpnext_database,tabSales Invoice,einvoice_status,187,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,failure_description,188,longtext,4294967295,,,,
mysql,erpnext_database,tabSales Invoice,start_date,189,date,,,,,
mysql,erpnext_database,tabSales Invoice,end_date,190,date,,,,,
mysql,erpnext_database,tabSales Invoice,advance_payment_process,191,int,,,,,
mysql,erpnext_database,tabSales Invoice,fixed_bid,192,int,,,,,
mysql,erpnext_database,tabSales Invoice,invoice_type,193,varchar,140,FOREIGN KEY,erpnext_database,tabFixed Bid Milestone,name
mysql,erpnext_database,tabSales Invoice,total_inr,194,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,grand_total_inr,195,decimal,,,,,
mysql,erpnext_database,tabSales Invoice,po_number,196,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,is_cash_or_non_trade_discount,197,int,,,,,
mysql,erpnext_database,tabSales Invoice,incoterm,198,varchar,140,FOREIGN KEY,erpnext_database,tabIncoterm,name
mysql,erpnext_database,tabSales Invoice,named_place,199,varchar,140,,,,
mysql,erpnext_database,tabSales Invoice,use_company_roundoff_cost_center,200,int,,,,,
mysql,erpnext_database,tabSales Invoice,only_include_allocated_payments,201,int,,,,,
mysql,erpnext_database,tabSales Invoice,repost_required,202,int,,,,,
mysql,erpnext_database,tabSales Invoice,update_billed_amount_in_delivery_note,203,int,,,,,
mysql,erpnext_database,tabSales Invoice,dont_create_loyalty_points,204,int,,,,,
mysql,erpnext_database,tabSales Invoice,agreement_date,205,date,,,,,
mysql,erpnext_database,tabVital Signs,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabItem Manufacturer,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabProfiles Repository,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabSales Invoice,update_outstanding_for_self,206,int,,,,,
mysql,erpnext_database,tabVital Signs,creation,2,datetime,,,,,
mysql,erpnext_database,tabVital Signs,modified,3,datetime,,,,,
mysql,erpnext_database,tabVital Signs,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabVital Signs,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabVital Signs,docstatus,6,int,,,,,
mysql,erpnext_database,tabVital Signs,parent,7,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,idx,10,int,,,,,
mysql,erpnext_database,tabVital Signs,bp_systolic,11,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,signs_time,12,time,,,,,
mysql,erpnext_database,tabVital Signs,pulse,13,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,height,14,decimal,,,,,
mysql,erpnext_database,tabVital Signs,_liked_by,15,text,65535,,,,
mysql,erpnext_database,tabVital Signs,inpatient_record,16,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,patient,17,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,vital_signs_note,18,text,65535,,,,
mysql,erpnext_database,tabVital Signs,temperature,19,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,_comments,20,text,65535,,,,
mysql,erpnext_database,tabVital Signs,bp_diastolic,21,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,patient_name,22,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,amended_from,23,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,_assign,24,text,65535,,,,
mysql,erpnext_database,tabVital Signs,appointment,25,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,nutrition_note,26,text,65535,,,,
mysql,erpnext_database,tabVital Signs,company,27,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,bmi,28,decimal,,,,,
mysql,erpnext_database,tabVital Signs,respiratory_rate,29,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,weight,30,decimal,,,,,
mysql,erpnext_database,tabVital Signs,abdomen,31,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,_seen,32,text,65535,,,,
mysql,erpnext_database,tabVital Signs,bp,33,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,reflexes,34,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,_user_tags,35,text,65535,,,,
mysql,erpnext_database,tabVital Signs,encounter,36,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,signs_date,37,date,,,,,
mysql,erpnext_database,tabVital Signs,tongue,38,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,naming_series,39,varchar,140,,,,
mysql,erpnext_database,tabVital Signs,title,40,varchar,140,,,,
mysql,erpnext_database,tabItem Manufacturer,creation,2,datetime,,,,,
mysql,erpnext_database,tabItem Manufacturer,modified,3,datetime,,,,,
mysql,erpnext_database,tabItem Manufacturer,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabItem Manufacturer,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabItem Manufacturer,docstatus,6,int,,,,,
mysql,erpnext_database,tabItem Manufacturer,parent,7,varchar,140,,,,
mysql,erpnext_database,tabItem Manufacturer,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabItem Manufacturer,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabItem Manufacturer,idx,10,int,,,,,
mysql,erpnext_database,tabItem Manufacturer,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabItem Manufacturer,description,12,text,65535,,,,
mysql,erpnext_database,tabItem Manufacturer,item_name,13,varchar,140,,,,
mysql,erpnext_database,tabItem Manufacturer,_comments,14,text,65535,,,,
mysql,erpnext_database,tabItem Manufacturer,_assign,15,text,65535,,,,
mysql,erpnext_database,tabItem Manufacturer,item_code,16,varchar,140,FOREIGN KEY,erpnext_database,tabItem,name
mysql,erpnext_database,tabItem Manufacturer,manufacturer_part_no,17,varchar,140,,,,
mysql,erpnext_database,tabItem Manufacturer,_user_tags,18,text,65535,,,,
mysql,erpnext_database,tabItem Manufacturer,manufacturer,19,varchar,140,FOREIGN KEY,erpnext_database,tabManufacturer,name
mysql,erpnext_database,tabItem Manufacturer,is_default,20,int,,,,,
mysql,erpnext_database,tabProfiles Repository,creation,2,datetime,,,,,
mysql,erpnext_database,tabProfiles Repository,modified,3,datetime,,,,,
mysql,erpnext_database,tabProfiles Repository,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabProfiles Repository,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabProfiles Repository,docstatus,6,int,,,,,
mysql,erpnext_database,tabProfiles Repository,parent,7,varchar,140,,,,
mysql,erpnext_database,tabProfiles Repository,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabProfiles Repository,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabProfiles Repository,idx,10,int,,,,,
mysql,erpnext_database,tabProfiles Repository,naming_series,11,varchar,140,,,,
mysql,erpnext_database,tabProfiles Repository,requester_mail,12,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabProfiles Repository,main_technology,13,varchar,140,,,,
mysql,erpnext_database,tabProfiles Repository,sample_profile,14,int,,,,,
mysql,erpnext_database,tabProfiles Repository,attach_sample_profile,15,text,65535,,,,
mysql,erpnext_database,tabProfiles Repository,project_manager,16,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabProfiles Repository,other_technologies,17,text,65535,,,,
mysql,erpnext_database,tabProfiles Repository,profile_description,18,text,65535,,,,
mysql,erpnext_database,tabProfiles Repository,employee_id,19,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee,name
mysql,erpnext_database,tabProfiles Repository,employee_name,20,varchar,140,,,,
mysql,erpnext_database,tabProfiles Repository,employee_mail,21,varchar,140,,,,
